Low-Income Energy Affordability Data Tool Map Export (https://www.energy.gov/eere/slsc/maps/lead-tool#)
Exported On:,12/2/2020
Building Age:,Before 1940; 1940 - 59; 1960 - 79; 1980 - 99; 2000 - 09; 2010+
Heating Fuel Type:,Utility Gas; Bottled Gas; Electricity; Fuel Oil; Coal; Wood; Solar; Other; None
Building Type:,1 unit detached; 1 unit attached; 2 units; 3 - 4 units; 5 - 9 units; 10 - 19 units; 20 - 49 units; 50+ units; Boat/RV/Van; Mobile/Trailer
Rent/Own:,Renter-occupied; Owner-occupied
SMI:,0% - 30%; 30% - 60%; 60% - 80%; 80% - 100%; 100%+

Geography ID, Name,County,Tribal Areas,Avg. Annual Energy Cost
06013378000,Census Tract Census Tract 3780,Contra Costa County,,1496
06013379000,Census Tract Census Tract 3790,Contra Costa County,,1578
06007003700,Census Tract Census Tract 37,Butte County,,2262
06029003700,Census Tract Census Tract 37,Kern County,,2541
06067003700,Census Tract Census Tract 37,Sacramento County,,1771
06071003700,Census Tract Census Tract 37,San Bernardino County,,1348
06099003700,Census Tract Census Tract 37,Stanislaus County,,2462
06107003700,Census Tract Census Tract 37,Tulare County,,1948
06111003700,Census Tract Census Tract 37,Ventura County,,1306
06071003801,Census Tract Census Tract 38.01,San Bernardino County,,1673
06107003801,Census Tract Census Tract 38.01,Tulare County,,1897
06111003801,Census Tract Census Tract 38.01,Ventura County,,1105
06077003802,Census Tract Census Tract 38.02,San Joaquin County,,2105
06099003802,Census Tract Census Tract 38.02,Stanislaus County,,1929
06107003802,Census Tract Census Tract 38.02,Tulare County,,1614
06111003802,Census Tract Census Tract 38.02,Ventura County,,1073
06019003803,Census Tract Census Tract 38.03,Fresno County,,2527
06029003803,Census Tract Census Tract 38.03,Kern County,,2414
06071003803,Census Tract Census Tract 38.03,San Bernardino County,,1746
06099003803,Census Tract Census Tract 38.03,Stanislaus County,,2200
06019003804,Census Tract Census Tract 38.04,Fresno County,,2349
06029003804,Census Tract Census Tract 38.04,Kern County,,2504
06071003804,Census Tract Census Tract 38.04,San Bernardino County,,1704
06099003804,Census Tract Census Tract 38.04,Stanislaus County,,2116
06019003805,Census Tract Census Tract 38.05,Fresno County,,1914
06029003805,Census Tract Census Tract 38.05,Kern County,,2379
06099003805,Census Tract Census Tract 38.05,Stanislaus County,,2081
06029003806,Census Tract Census Tract 38.06,Kern County,,2363
06019003807,Census Tract Census Tract 38.07,Fresno County,,2116
06029003807,Census Tract Census Tract 38.07,Kern County,,2407
06019003808,Census Tract Census Tract 38.08,Fresno County,,2356
06029003808,Census Tract Census Tract 38.08,Kern County,,2472
06019003809,Census Tract Census Tract 38.09,Fresno County,,2095
06029003809,Census Tract Census Tract 38.09,Kern County,,2285
06019003810,Census Tract Census Tract 38.10,Fresno County,,2394
06029003810,Census Tract Census Tract 38.10,Kern County,,2688
06029003811,Census Tract Census Tract 38.11,Kern County,,2477
06029003812,Census Tract Census Tract 38.12,Kern County,,2177
06029003813,Census Tract Census Tract 38.13,Kern County,,2576
06013380000,Census Tract Census Tract 3800,Contra Costa County,,1347
06013381000,Census Tract Census Tract 3810,Contra Costa County,,1549
06013382000,Census Tract Census Tract 3820,Contra Costa County,,1448
06013383000,Census Tract Census Tract 3830,Contra Costa County,,1523
06013384000,Census Tract Census Tract 3840,Contra Costa County,,858
06013385100,Census Tract Census Tract 3851,Contra Costa County,,832
06013385200,Census Tract Census Tract 3852,Contra Costa County,,793
06013386000,Census Tract Census Tract 3860,Contra Costa County,,505
06013387000,Census Tract Census Tract 3870,Contra Costa County,,637
06013388000,Census Tract Census Tract 3880,Contra Costa County,,662
06013389100,Census Tract Census Tract 3891,Contra Costa County,,633
06013389200,Census Tract Census Tract 3892,Contra Costa County,,522
06067003800,Census Tract Census Tract 38,Sacramento County,,1932
06107003901,Census Tract Census Tract 39.01,Tulare County,,2110
06107003902,Census Tract Census Tract 39.02,Tulare County,,2403
06099003904,Census Tract Census Tract 39.04,Stanislaus County,,1985
06099003905,Census Tract Census Tract 39.05,Stanislaus County,,2599
06099003906,Census Tract Census Tract 39.06,Stanislaus County,,1641
06099003907,Census Tract Census Tract 39.07,Stanislaus County,,2265
06099003908,Census Tract Census Tract 39.08,Stanislaus County,,1633
06099003909,Census Tract Census Tract 39.09,Stanislaus County,,2073
06013390100,Census Tract Census Tract 3901,Contra Costa County,,754
06013390200,Census Tract Census Tract 3902,Contra Costa County,,714
06013391000,Census Tract Census Tract 3910,Contra Costa County,,1632
06013392000,Census Tract Census Tract 3920,Contra Costa County,,1650
06013392200,Census Tract Census Tract 3922,Contra Costa County,,2286
06013392300,Census Tract Census Tract 3923,Contra Costa County,,2663
06019003900,Census Tract Census Tract 39,Fresno County,,3186
06029003900,Census Tract Census Tract 39,Kern County,,2437
06067003900,Census Tract Census Tract 39,Sacramento County,,1691
06071003900,Census Tract Census Tract 39,San Bernardino County,,1584
06111003900,Census Tract Census Tract 39,Ventura County,,1291
06007000300,Census Tract Census Tract 3,Butte County,,1414
06009000300,Census Tract Census Tract 3,Calaveras County,,2923
06011000300,Census Tract Census Tract 3,Colusa County,Cortina Indian Rancheria,2267
06023000300,Census Tract Census Tract 3,Humboldt County,,1785
06031000300,Census Tract Census Tract 3,Kings County,,1395
06033000300,Census Tract Census Tract 3,Lake County,Robinson Rancheria and Off-Reservation Trust Land,2583
06039000300,Census Tract Census Tract 3,Madera County,,2175
06049000300,Census Tract Census Tract 3,Modoc County,Alturas Indian Rancheria; Likely Rancheria; XL Ranch Rancheria,2079
06053000300,Census Tract Census Tract 3,Monterey County,,1478
06057000300,Census Tract Census Tract 3,Nevada County,,2493
06063000300,Census Tract Census Tract 3,Plumas County,,3279
06067000300,Census Tract Census Tract 3,Sacramento County,,1645
06069000300,Census Tract Census Tract 3,San Benito County,,2139
06073000300,Census Tract Census Tract 3,San Diego County,,1074
06077000300,Census Tract Census Tract 3,San Joaquin County,,1136
06093000300,Census Tract Census Tract 3,Siskiyou County,,2329
06103000300,Census Tract Census Tract 3,Tehama County,,3188
06105000300,Census Tract Census Tract 3,Trinity County,,2352
06005000401,Census Tract Census Tract 4.01,Amador County,,2851
06007000401,Census Tract Census Tract 4.01,Butte County,,1904
06047000401,Census Tract Census Tract 4.01,Merced County,,3260
06057000401,Census Tract Census Tract 4.01,Nevada County,,3072
06071000401,Census Tract Census Tract 4.01,San Bernardino County,,1864
06077000401,Census Tract Census Tract 4.01,San Joaquin County,,1895
06107000401,Census Tract Census Tract 4.01,Tulare County,,2001
06005000402,Census Tract Census Tract 4.02,Amador County,Jackson Rancheria,3665
06007000402,Census Tract Census Tract 4.02,Butte County,,2196
06031000402,Census Tract Census Tract 4.02,Kings County,,2563
06047000402,Census Tract Census Tract 4.02,Merced County,,2116
06057000402,Census Tract Census Tract 4.02,Nevada County,,2525
06077000402,Census Tract Census Tract 4.02,San Joaquin County,,1455
06099000402,Census Tract Census Tract 4.02,Stanislaus County,,2481
06107000402,Census Tract Census Tract 4.02,Tulare County,,1826
06071000403,Census Tract Census Tract 4.03,San Bernardino County,,1833
06099000403,Census Tract Census Tract 4.03,Stanislaus County,,2197
06071000404,Census Tract Census Tract 4.04,San Bernardino County,,1364
06099000404,Census Tract Census Tract 4.04,Stanislaus County,,2116
06019004001,Census Tract Census Tract 40.01,Fresno County,,2079
06067004001,Census Tract Census Tract 40.01,Sacramento County,,1688
06071004001,Census Tract Census Tract 40.01,San Bernardino County,,1979
06019004002,Census Tract Census Tract 40.02,Fresno County,,1893
06077004002,Census Tract Census Tract 40.02,San Joaquin County,,2577
06071004003,Census Tract Census Tract 40.03,San Bernardino County,,2105
06067004004,Census Tract Census Tract 40.04,Sacramento County,,1798
06071004004,Census Tract Census Tract 40.04,San Bernardino County,,1947
06067004005,Census Tract Census Tract 40.05,Sacramento County,,1678
06067004006,Census Tract Census Tract 40.06,Sacramento County,,1545
06067004008,Census Tract Census Tract 40.08,Sacramento County,,1709
06067004009,Census Tract Census Tract 40.09,Sacramento County,,1660
06067004010,Census Tract Census Tract 40.10,Sacramento County,,1313
06067004011,Census Tract Census Tract 40.11,Sacramento County,,1612
06067004012,Census Tract Census Tract 40.12,Sacramento County,,1700
06001400100,Census Tract Census Tract 4001,Alameda County,,2299
06037400204,Census Tract Census Tract 4002.04,Los Angeles County,,2399
06037400205,Census Tract Census Tract 4002.05,Los Angeles County,,2646
06037400206,Census Tract Census Tract 4002.06,Los Angeles County,,2199
06037400207,Census Tract Census Tract 4002.07,Los Angeles County,,2222
06001400200,Census Tract Census Tract 4002,Alameda County,,1759
06037400302,Census Tract Census Tract 4003.02,Los Angeles County,,1649
06037400304,Census Tract Census Tract 4003.04,Los Angeles County,,1502
06001400300,Census Tract Census Tract 4003,Alameda County,,1552
06037400402,Census Tract Census Tract 4004.02,Los Angeles County,,1886
06037400403,Census Tract Census Tract 4004.03,Los Angeles County,,1824
06037400404,Census Tract Census Tract 4004.04,Los Angeles County,,2098
06001400400,Census Tract Census Tract 4004,Alameda County,,1336
06037400501,Census Tract Census Tract 4005.01,Los Angeles County,,2245
06001400500,Census Tract Census Tract 4005,Alameda County,,1294
06037400602,Census Tract Census Tract 4006.02,Los Angeles County,,1327
06037400603,Census Tract Census Tract 4006.03,Los Angeles County,,1248
06037400604,Census Tract Census Tract 4006.04,Los Angeles County,,1355
06001400600,Census Tract Census Tract 4006,Alameda County,,1489
06001400700,Census Tract Census Tract 4007,Alameda County,,1386
06001400800,Census Tract Census Tract 4008,Alameda County,,1261
06037400800,Census Tract Census Tract 4008,Los Angeles County,,1204
06001400900,Census Tract Census Tract 4009,Alameda County,,1396
06037400900,Census Tract Census Tract 4009,Los Angeles County,,1571
06065040101,Census Tract Census Tract 401.01,Riverside County,,1808
06065040102,Census Tract Census Tract 401.02,Riverside County,,1761
06037401001,Census Tract Census Tract 4010.01,Los Angeles County,,2017
06037401002,Census Tract Census Tract 4010.02,Los Angeles County,,1557
06001401000,Census Tract Census Tract 4010,Alameda County,,1358
06037401101,Census Tract Census Tract 4011.01,Los Angeles County,,1546
06037401102,Census Tract Census Tract 4011.02,Los Angeles County,,1576
06001401100,Census Tract Census Tract 4011,Alameda County,,1088
06037401201,Census Tract Census Tract 4012.01,Los Angeles County,,2160
06037401202,Census Tract Census Tract 4012.02,Los Angeles County,,1906
06037401203,Census Tract Census Tract 4012.03,Los Angeles County,,1742
06001401200,Census Tract Census Tract 4012,Alameda County,,1453
06037401303,Census Tract Census Tract 4013.03,Los Angeles County,,2368
06037401304,Census Tract Census Tract 4013.04,Los Angeles County,,2186
06037401311,Census Tract Census Tract 4013.11,Los Angeles County,,1945
06037401312,Census Tract Census Tract 4013.12,Los Angeles County,,1613
06001401300,Census Tract Census Tract 4013,Alameda County,,758
06001401400,Census Tract Census Tract 4014,Alameda County,,1219
06001401500,Census Tract Census Tract 4015,Alameda County,,1286
06037401500,Census Tract Census Tract 4015,Los Angeles County,,1784
06037401601,Census Tract Census Tract 4016.01,Los Angeles County,,1638
06037401602,Census Tract Census Tract 4016.02,Los Angeles County,,1697
06037401603,Census Tract Census Tract 4016.03,Los Angeles County,,1524
06001401600,Census Tract Census Tract 4016,Alameda County,,1228
06037401701,Census Tract Census Tract 4017.01,Los Angeles County,,1679
06037401703,Census Tract Census Tract 4017.03,Los Angeles County,,1312
06037401704,Census Tract Census Tract 4017.04,Los Angeles County,,1341
06001401700,Census Tract Census Tract 4017,Alameda County,,1154
06001401800,Census Tract Census Tract 4018,Alameda County,,1159
06037401800,Census Tract Census Tract 4018,Los Angeles County,,1896
06037401901,Census Tract Census Tract 4019.01,Los Angeles County,,1787
06037401902,Census Tract Census Tract 4019.02,Los Angeles County,,1614
06075040100,Census Tract Census Tract 401,San Francisco County,,1347
06115040100,Census Tract Census Tract 401,Yuba County,,1602
06065040201,Census Tract Census Tract 402.01,Riverside County,,1867
06037402001,Census Tract Census Tract 4020.01,Los Angeles County,,1468
06037402002,Census Tract Census Tract 4020.02,Los Angeles County,,1521
06037402101,Census Tract Census Tract 4021.01,Los Angeles County,,1649
06037402102,Census Tract Census Tract 4021.02,Los Angeles County,,1620
06001402200,Census Tract Census Tract 4022,Alameda County,,1294
06037402200,Census Tract Census Tract 4022,Los Angeles County,,1489
06037402301,Census Tract Census Tract 4023.01,Los Angeles County,,1457
06037402303,Census Tract Census Tract 4023.03,Los Angeles County,,1412
06037402304,Census Tract Census Tract 4023.04,Los Angeles County,,1286
06037402403,Census Tract Census Tract 4024.03,Los Angeles County,,1569
06037402405,Census Tract Census Tract 4024.05,Los Angeles County,,1596
06037402406,Census Tract Census Tract 4024.06,Los Angeles County,,1454
06001402400,Census Tract Census Tract 4024,Alameda County,,1125
06001402500,Census Tract Census Tract 4025,Alameda County,,813
06001402600,Census Tract Census Tract 4026,Alameda County,,704
06037402703,Census Tract Census Tract 4027.03,Los Angeles County,,1498
06037402705,Census Tract Census Tract 4027.05,Los Angeles County,,1625
06037402706,Census Tract Census Tract 4027.06,Los Angeles County,,1517
06001402700,Census Tract Census Tract 4027,Alameda County,,1332
06037402801,Census Tract Census Tract 4028.01,Los Angeles County,,1358
06037402803,Census Tract Census Tract 4028.03,Los Angeles County,,1481
06037402804,Census Tract Census Tract 4028.04,Los Angeles County,,1355
06001402800,Census Tract Census Tract 4028,Alameda County,,574
06037402902,Census Tract Census Tract 4029.02,Los Angeles County,,1433
06037402903,Census Tract Census Tract 4029.03,Los Angeles County,,1546
06037402904,Census Tract Census Tract 4029.04,Los Angeles County,,1660
06001402900,Census Tract Census Tract 4029,Alameda County,,481
06075040200,Census Tract Census Tract 402,San Francisco County,,1677
06115040200,Census Tract Census Tract 402,Yuba County,,2016
06065040301,Census Tract Census Tract 403.01,Riverside County,,1434
06115040301,Census Tract Census Tract 403.01,Yuba County,,1786
06065040302,Census Tract Census Tract 403.02,Riverside County,,1795
06115040302,Census Tract Census Tract 403.02,Yuba County,,1708
06035040303,Census Tract Census Tract 403.03,Lassen County,Susanville Indian Rancheria and Off-Reservation Trust Land,1751
06115040303,Census Tract Census Tract 403.03,Yuba County,,2244
06035040304,Census Tract Census Tract 403.04,Lassen County,,303
06035040305,Census Tract Census Tract 403.05,Lassen County,Susanville Indian Rancheria and Off-Reservation Trust Land,2104
06001403000,Census Tract Census Tract 4030,Alameda County,,579
06037403000,Census Tract Census Tract 4030,Los Angeles County,,1548
06001403100,Census Tract Census Tract 4031,Alameda County,,679
06037403303,Census Tract Census Tract 4033.03,Los Angeles County,,1763
06037403316,Census Tract Census Tract 4033.16,Los Angeles County,,1502
06037403317,Census Tract Census Tract 4033.17,Los Angeles County,,1805
06037403318,Census Tract Census Tract 4033.18,Los Angeles County,,1556
06037403319,Census Tract Census Tract 4033.19,Los Angeles County,,1354
06037403320,Census Tract Census Tract 4033.20,Los Angeles County,,1762
06037403321,Census Tract Census Tract 4033.21,Los Angeles County,,1590
06037403322,Census Tract Census Tract 4033.22,Los Angeles County,,1494
06037403323,Census Tract Census Tract 4033.23,Los Angeles County,,1531
06037403324,Census Tract Census Tract 4033.24,Los Angeles County,,1693
06037403325,Census Tract Census Tract 4033.25,Los Angeles County,,1622
06001403300,Census Tract Census Tract 4033,Alameda County,,764
06037403401,Census Tract Census Tract 4034.01,Los Angeles County,,1780
06037403402,Census Tract Census Tract 4034.02,Los Angeles County,,1831
06037403403,Census Tract Census Tract 4034.03,Los Angeles County,,2029
06037403404,Census Tract Census Tract 4034.04,Los Angeles County,,1895
06037403405,Census Tract Census Tract 4034.05,Los Angeles County,,1935
06037403406,Census Tract Census Tract 4034.06,Los Angeles County,,1689
06037403407,Census Tract Census Tract 4034.07,Los Angeles County,,2189
06037403408,Census Tract Census Tract 4034.08,Los Angeles County,,1925
06001403400,Census Tract Census Tract 4034,Alameda County,,560
06001403501,Census Tract Census Tract 4035.01,Alameda County,,741
06001403502,Census Tract Census Tract 4035.02,Alameda County,,784
06037403500,Census Tract Census Tract 4035,Los Angeles County,,1859
06001403600,Census Tract Census Tract 4036,Alameda County,,670
06037403600,Census Tract Census Tract 4036,Los Angeles County,,1632
06001403701,Census Tract Census Tract 4037.01,Alameda County,,611
06001403702,Census Tract Census Tract 4037.02,Alameda County,,720
06037403702,Census Tract Census Tract 4037.02,Los Angeles County,,1799
06037403703,Census Tract Census Tract 4037.03,Los Angeles County,,1644
06037403721,Census Tract Census Tract 4037.21,Los Angeles County,,1655
06037403722,Census Tract Census Tract 4037.22,Los Angeles County,,1422
06037403801,Census Tract Census Tract 4038.01,Los Angeles County,,1748
06037403802,Census Tract Census Tract 4038.02,Los Angeles County,,1630
06001403800,Census Tract Census Tract 4038,Alameda County,,1219
06037403901,Census Tract Census Tract 4039.01,Los Angeles County,,1960
06037403902,Census Tract Census Tract 4039.02,Los Angeles County,,1710
06001403900,Census Tract Census Tract 4039,Alameda County,,1026
06065040403,Census Tract Census Tract 404.03,Riverside County,,1855
06065040404,Census Tract Census Tract 404.04,Riverside County,,1982
06065040405,Census Tract Census Tract 404.05,Riverside County,,1936
06001404000,Census Tract Census Tract 4040,Alameda County,,917
06037404000,Census Tract Census Tract 4040,Los Angeles County,,1220
06001404101,Census Tract Census Tract 4041.01,Alameda County,,1172
06001404102,Census Tract Census Tract 4041.02,Alameda County,,838
06037404100,Census Tract Census Tract 4041,Los Angeles County,,1261
06037404201,Census Tract Census Tract 4042.01,Los Angeles County,,1138
06037404202,Census Tract Census Tract 4042.02,Los Angeles County,,1309
06001404200,Census Tract Census Tract 4042,Alameda County,,2151
06037404301,Census Tract Census Tract 4043.01,Los Angeles County,,1187
06037404302,Census Tract Census Tract 4043.02,Los Angeles County,,1247
06037404401,Census Tract Census Tract 4044.01,Los Angeles County,,1269
06037404402,Census Tract Census Tract 4044.02,Los Angeles County,,1377
06001404400,Census Tract Census Tract 4044,Alameda County,,2190
06001404501,Census Tract Census Tract 4045.01,Alameda County,,2276
06037404501,Census Tract Census Tract 4045.01,Los Angeles County,,377
06001404502,Census Tract Census Tract 4045.02,Alameda County,,2287
06037404503,Census Tract Census Tract 4045.03,Los Angeles County,,1289
06037404504,Census Tract Census Tract 4045.04,Los Angeles County,,1070
06001404600,Census Tract Census Tract 4046,Alameda County,,2330
06037404600,Census Tract Census Tract 4046,Los Angeles County,,1405
06037404701,Census Tract Census Tract 4047.01,Los Angeles County,,1621
06037404702,Census Tract Census Tract 4047.02,Los Angeles County,,1452
06037404703,Census Tract Census Tract 4047.03,Los Angeles County,,1306
06001404700,Census Tract Census Tract 4047,Alameda County,,2134
06037404801,Census Tract Census Tract 4048.01,Los Angeles County,,1459
06037404802,Census Tract Census Tract 4048.02,Los Angeles County,,1619
06037404803,Census Tract Census Tract 4048.03,Los Angeles County,,1288
06001404800,Census Tract Census Tract 4048,Alameda County,,1609
06037404901,Census Tract Census Tract 4049.01,Los Angeles County,,1620
06037404902,Census Tract Census Tract 4049.02,Los Angeles County,,1570
06037404903,Census Tract Census Tract 4049.03,Los Angeles County,,1467
06001404900,Census Tract Census Tract 4049,Alameda County,,1677
06115040400,Census Tract Census Tract 404,Yuba County,,1899
06065040501,Census Tract Census Tract 405.01,Riverside County,,1654
06065040502,Census Tract Census Tract 405.02,Riverside County,,1668
06065040503,Census Tract Census Tract 405.03,Riverside County,,1405
06037405001,Census Tract Census Tract 4050.01,Los Angeles County,,1623
06037405002,Census Tract Census Tract 4050.02,Los Angeles County,,1602
06001405000,Census Tract Census Tract 4050,Alameda County,,1769
06037405101,Census Tract Census Tract 4051.01,Los Angeles County,,1656
06037405102,Census Tract Census Tract 4051.02,Los Angeles County,,1306
06001405100,Census Tract Census Tract 4051,Alameda County,,1977
06037405201,Census Tract Census Tract 4052.01,Los Angeles County,,1509
06037405202,Census Tract Census Tract 4052.02,Los Angeles County,,1457
06037405203,Census Tract Census Tract 4052.03,Los Angeles County,,1722
06001405200,Census Tract Census Tract 4052,Alameda County,,1120
06037405301,Census Tract Census Tract 4053.01,Los Angeles County,,1456
06001405302,Census Tract Census Tract 4053.02,Alameda County,,734
06037405302,Census Tract Census Tract 4053.02,Los Angeles County,,1577
06001405401,Census Tract Census Tract 4054.01,Alameda County,,902
06001405402,Census Tract Census Tract 4054.02,Alameda County,,1087
06037405400,Census Tract Census Tract 4054,Los Angeles County,,1794
06001405500,Census Tract Census Tract 4055,Alameda County,,1216
06037405500,Census Tract Census Tract 4055,Los Angeles County,,1703
06001405600,Census Tract Census Tract 4056,Alameda County,,1165
06037405600,Census Tract Census Tract 4056,Los Angeles County,,1627
06037405701,Census Tract Census Tract 4057.01,Los Angeles County,,1702
06037405702,Census Tract Census Tract 4057.02,Los Angeles County,,1626
06001405700,Census Tract Census Tract 4057,Alameda County,,1112
06001405800,Census Tract Census Tract 4058,Alameda County,,1435
06037405800,Census Tract Census Tract 4058,Los Angeles County,,1395
06001405901,Census Tract Census Tract 4059.01,Alameda County,,1647
06001405902,Census Tract Census Tract 4059.02,Alameda County,,1424
06037405900,Census Tract Census Tract 4059,Los Angeles County,,1353
06115040500,Census Tract Census Tract 405,Yuba County,,1848
06065040603,Census Tract Census Tract 406.03,Riverside County,,1839
06065040604,Census Tract Census Tract 406.04,Riverside County,,1990
06065040605,Census Tract Census Tract 406.05,Riverside County,,1778
06065040606,Census Tract Census Tract 406.06,Riverside County,,1837
06065040607,Census Tract Census Tract 406.07,Riverside County,,1685
06065040609,Census Tract Census Tract 406.09,Riverside County,,1791
06065040611,Census Tract Census Tract 406.11,Riverside County,,2107
06065040613,Census Tract Census Tract 406.13,Riverside County,,2157
06065040615,Census Tract Census Tract 406.15,Riverside County,,2094
06065040616,Census Tract Census Tract 406.16,Riverside County,,1941
06001406000,Census Tract Census Tract 4060,Alameda County,,862
06037406000,Census Tract Census Tract 4060,Los Angeles County,,1702
06037406101,Census Tract Census Tract 4061.01,Los Angeles County,,1399
06037406102,Census Tract Census Tract 4061.02,Los Angeles County,,1299
06001406100,Census Tract Census Tract 4061,Alameda County,,1136
06001406201,Census Tract Census Tract 4062.01,Alameda County,,1152
06001406202,Census Tract Census Tract 4062.02,Alameda County,,962
06037406200,Census Tract Census Tract 4062,Los Angeles County,,1255
06001406300,Census Tract Census Tract 4063,Alameda County,,1477
06037406300,Census Tract Census Tract 4063,Los Angeles County,,1730
06037406402,Census Tract Census Tract 4064.02,Los Angeles County,,1894
06037406411,Census Tract Census Tract 4064.11,Los Angeles County,,1749
06037406412,Census Tract Census Tract 4064.12,Los Angeles County,,1729
06001406400,Census Tract Census Tract 4064,Alameda County,,1398
06001406500,Census Tract Census Tract 4065,Alameda County,,1502
06037406500,Census Tract Census Tract 4065,Los Angeles County,,1652
06001406601,Census Tract Census Tract 4066.01,Alameda County,,1569
06037406601,Census Tract Census Tract 4066.01,Los Angeles County,,1783
06001406602,Census Tract Census Tract 4066.02,Alameda County,,1367
06037406602,Census Tract Census Tract 4066.02,Los Angeles County,,1732
06037406701,Census Tract Census Tract 4067.01,Los Angeles County,,1563
06037406702,Census Tract Census Tract 4067.02,Los Angeles County,,1657
06001406700,Census Tract Census Tract 4067,Alameda County,,2064
06001406800,Census Tract Census Tract 4068,Alameda County,,1976
06037406800,Census Tract Census Tract 4068,Los Angeles County,,1620
06037406901,Census Tract Census Tract 4069.01,Los Angeles County,,1420
06037406902,Census Tract Census Tract 4069.02,Los Angeles County,,1421
06001406900,Census Tract Census Tract 4069,Alameda County,,1697
06115040600,Census Tract Census Tract 406,Yuba County,,2038
06065040701,Census Tract Census Tract 407.01,Riverside County,,1978
06065040702,Census Tract Census Tract 407.02,Riverside County,,1845
06065040703,Census Tract Census Tract 407.03,Riverside County,,1816
06037407001,Census Tract Census Tract 4070.01,Los Angeles County,,1600
06037407002,Census Tract Census Tract 4070.02,Los Angeles County,,1573
06001407000,Census Tract Census Tract 4070,Alameda County,,1687
06001407101,Census Tract Census Tract 4071.01,Alameda County,,1623
06037407101,Census Tract Census Tract 4071.01,Los Angeles County,,1390
06001407102,Census Tract Census Tract 4071.02,Alameda County,,1687
06037407102,Census Tract Census Tract 4071.02,Los Angeles County,,1519
06001407200,Census Tract Census Tract 4072,Alameda County,,1386
06037407200,Census Tract Census Tract 4072,Los Angeles County,,1471
06037407301,Census Tract Census Tract 4073.01,Los Angeles County,,1536
06037407302,Census Tract Census Tract 4073.02,Los Angeles County,,1495
06001407300,Census Tract Census Tract 4073,Alameda County,,1570
06001407400,Census Tract Census Tract 4074,Alameda County,,1709
06037407400,Census Tract Census Tract 4074,Los Angeles County,,1726
06037407501,Census Tract Census Tract 4075.01,Los Angeles County,,1427
06037407502,Census Tract Census Tract 4075.02,Los Angeles County,,1641
06001407500,Census Tract Census Tract 4075,Alameda County,,1371
06037407601,Census Tract Census Tract 4076.01,Los Angeles County,,1253
06037407602,Census Tract Census Tract 4076.02,Los Angeles County,,1478
06001407600,Census Tract Census Tract 4076,Alameda County,,1668
06037407701,Census Tract Census Tract 4077.01,Los Angeles County,,1374
06037407702,Census Tract Census Tract 4077.02,Los Angeles County,,1497
06001407700,Census Tract Census Tract 4077,Alameda County,,1736
06037407801,Census Tract Census Tract 4078.01,Los Angeles County,,1655
06037407802,Census Tract Census Tract 4078.02,Los Angeles County,,1588
06001407800,Census Tract Census Tract 4078,Alameda County,,1887
06001407900,Census Tract Census Tract 4079,Alameda County,,2099
06037407900,Census Tract Census Tract 4079,Los Angeles County,,1508
06115040700,Census Tract Census Tract 407,Yuba County,,2518
06065040806,Census Tract Census Tract 408.06,Riverside County,,2067
06065040809,Census Tract Census Tract 408.09,Riverside County,,1888
06065040812,Census Tract Census Tract 408.12,Riverside County,,1943
06065040813,Census Tract Census Tract 408.13,Riverside County,,2111
06065040814,Census Tract Census Tract 408.14,Riverside County,,1762
06065040815,Census Tract Census Tract 408.15,Riverside County,,1956
06065040816,Census Tract Census Tract 408.16,Riverside County,,1863
06065040821,Census Tract Census Tract 408.21,Riverside County,,1549
06037408003,Census Tract Census Tract 4080.03,Los Angeles County,,1656
06037408004,Census Tract Census Tract 4080.04,Los Angeles County,,1258
06037408005,Census Tract Census Tract 4080.05,Los Angeles County,,1607
06037408006,Census Tract Census Tract 4080.06,Los Angeles County,,1478
06037408133,Census Tract Census Tract 4081.33,Los Angeles County,,1330
06037408134,Census Tract Census Tract 4081.34,Los Angeles County,,1654
06037408135,Census Tract Census Tract 4081.35,Los Angeles County,,1622
06037408136,Census Tract Census Tract 4081.36,Los Angeles County,,1654
06037408137,Census Tract Census Tract 4081.37,Los Angeles County,,1338
06037408138,Census Tract Census Tract 4081.38,Los Angeles County,,1660
06037408139,Census Tract Census Tract 4081.39,Los Angeles County,,1802
06037408140,Census Tract Census Tract 4081.40,Los Angeles County,,1611
06037408141,Census Tract Census Tract 4081.41,Los Angeles County,,1643
06001408100,Census Tract Census Tract 4081,Alameda County,,2140
06037408211,Census Tract Census Tract 4082.11,Los Angeles County,,1277
06037408212,Census Tract Census Tract 4082.12,Los Angeles County,,1688
06001408200,Census Tract Census Tract 4082,Alameda County,,1618
06037408301,Census Tract Census Tract 4083.01,Los Angeles County,,1476
06037408302,Census Tract Census Tract 4083.02,Los Angeles County,,1566
06037408303,Census Tract Census Tract 4083.03,Los Angeles County,,1483
06001408300,Census Tract Census Tract 4083,Alameda County,,1972
06037408401,Census Tract Census Tract 4084.01,Los Angeles County,,1486
06037408402,Census Tract Census Tract 4084.02,Los Angeles County,,1695
06001408400,Census Tract Census Tract 4084,Alameda County,,1511
06037408501,Census Tract Census Tract 4085.01,Los Angeles County,,1559
06037408503,Census Tract Census Tract 4085.03,Los Angeles County,,1934
06037408504,Census Tract Census Tract 4085.04,Los Angeles County,,1609
06037408505,Census Tract Census Tract 4085.05,Los Angeles County,,1880
06001408500,Census Tract Census Tract 4085,Alameda County,,1737
06037408623,Census Tract Census Tract 4086.23,Los Angeles County,,1631
